id,name,parent_id
353,گوجرانوالہ صدر تحصیل,93
354,کامونکی تحصیل,93
355,سیالکوٹ کینٹ,94
356,کالج روڈ ٹاون,94
357,سبزی منڈی ٹاؤن,94
358,شہاب پورہ ٹاؤن,94
359,گوہد پور ٹاؤن,94
360,گوجرانوالہ کینٹ,95
361,قلعہ ٹاؤن,95
362,باغبانپورہ ٹاؤن,95
363,اروپ ٹاؤن,95
364,نندی پور ٹاؤن,95
365,کھیالی شاہ پور ٹاؤن,95
366,شیخوپورہ تحصیل,96
367,صفدرآباد تحصیل,96
368,شاہکوٹ تحصیل,97
369,مریدکے تحصیل,96
370,فیروز والا تحصیل,96
371,شرقپور تحصیل,96
372,ننکانہ تحصیل,97
373,سانگلہ ہل تحصیل,97
374,کینٹ ٹاؤن,98
375,ڈی ایچ اے ٹاؤن,98
376,والٹن ٹاؤن,98
377,نشتر ٹاؤن,99
378,رائیونڈ ٹاؤن,99
379,ٹاؤن شپ,99
380,گلشن راوی ٹاؤن,100
381,اقبال ٹاؤن,101
382,سمن آباد ٹاؤن,101
383,داتا گنج بخش ٹاؤن,100
384,گلبرگ ٹاؤن,101
385,داروغہ والا  ٹاؤن,98
386,شالیمار ٹاؤن,100
387,راوی ٹاؤن,100
388,عزیز بھٹی ٹاؤن,98
389,ملتان روڈ ٹاؤن,99
390,جوہر ٹاؤن,99
391,بحریہ ٹاؤن,99
392,واہگہ ٹاؤن,98
393,قصور تحصیل,102
394,کوٹ رادھاکشن تحصیل,102
395,پتوکی تحصیل,102
396,چونیاں تحصیل,102
397,تحصیل راولپنڈی (چک بیلی خان),103
398,کوٹلی ستیاں تحصیل,104
399,مری تحصیل,104
400,کلرسیداں تحصیل,103
401,گوجر خان تحصیل,103
402,ٹیکسلا تحصیل,103
403,کہوٹہ تحصیل,103
404,جہلم تحصیل,105
405,پنڈدادنخان تحصیل,105
406,سوہاوہ تحصیل,105
407,دینہ تحصیل,105
408,لاوہ تحصیل,106
409,چواسیدن شاہ تحصیل,107
410,کلر کہار تحصیل,107
411,چکوال تحصیل,107
412,تلہ گنگ تحصیل,106
413,جنڈتحصیل,108
414,حضرو تحصیل,108
415,اٹک تحصیل,108
416,فتح جنگ تحصیل,108
417,پنڈی گھیپ تحصیل,108
418,حسن ابدال تحصیل,108
419,زون6,109
420,راجہ بازار ٹاؤن,110
421,سٹی ٹاؤن,110
422,اسکیم- 3 ٹاؤن,110
423,راولپنڈی کینٹ,110
424,چکلالہ کینٹ ٹاؤن,110
425,زون 1,109
426,زون 2,109
427,زون 3,109
428,زون 4,109
429,زون 5,109
430,چار باغ تحصیل,111
431,مٹہ تحصیل,111
432,بریکوٹ تحصیل,111
433,بابوزئی تحصیل,111
434,خواز ہ خیلہ تحصیل,111
435,بحرین تحصیل,111
436,کبل تحصیل,111
437,بلا مبٹ تحصیل,112
438,لعل قلعہ تحصیل,112
439,ثمرباغ تحصیل,112
440,تیمر گرہ تحصیل,112
441,اد ہنزائے تحصیل,112
442,جہانگیرہ تحصیل,113
443,پبی تحصیل,113
444,نوشہرہ تحصیل  (پشاور),113
445,حسن خیل تحصیل,114
446,متھرا تحصیل,114
447,بڈھ بیرتحصیل,114
448,پشتخرہ تحصیل,114
449,چمکنی تحصیل,114
450,شاہ عالم تحصیل,114
451,ڈومیل تحصیل,115
452,بنوں تحصیل,115
453,یونیورسٹی ٹاؤن,116
454,صدر ٹاؤن,116
455,فقیر آباد ٹاؤن,116
456,گھنٹہ گھر ٹاؤن,116
457,گلبہار  ٹاؤن,116
458,رستم تحصیل,117
459,کاٹلنگ تحصیل,117
460,گڑھی کپورہ تحصیل,117
461,تخت بائی تحصیل,117
462,مردان تحصیل,117
463,کوہاٹ تحصیل,118
464,ٹانک تحصیل,119
465,پنیالہ تحصیل,120
466,درابن تحصیل,121
467,کلاچی تحصیل,121
468,پہاڑپور تحصیل,120
469,پروآ تحصیل,121
470,ڈیرہ اسماعیل خان تحصیل,121
471,سرائے نورنگ تحصیل,122
472,لکی مروت تحصیل,122
473,غزنی خیل تحصیل,122
474,دربند تحصیل,123
475,بالا کوٹ تحصیل,123
476,بفہ تحصیل,123
477,مانسہرہ تحصیل,123
478,اوگی تحصیل,123
479,خان پور تحصیل  (ہری پور),124
480,ہری پور تحصیل,124
481,غازی تحصیل,124
482,لورہ تحصیل,125
483,حویلیاں تحصیل,125
484,لوئیر تناول تحصیل,125
485,ایبٹ آباد تحصیل,125
486,تراڑ کھل تحصیل,126
487,بلوچ تحصیل,126
488,منگ تحصیل,126
489,پلندری تحصیل,126
490,تھوراڑتحصیل,127
491,راولاکوٹ تحصیل,127
492,عباس پو ر تحصیل,127
493,ہجیرہ تحصیل,127
494,حویلی تحصیل,128
